"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 10/6/1920)"
Date,"7/9/2026 2:52:03 PM"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,"C:/Users/ANC/OneDrive - NIVA/Projects/2025/2025CLIMAX/WP1/RPackage/ecocx/inst/extdata/anchovy_bay_ecosim_ex.eiixml"
"<HEADER ecosim/>"
EcosimScenario,"Scene 1"
TimeSeries,-
StartYear,0
"<HEADER end/>"

Data,Landings

timestep,fleet,group,value
3,3,9,0
3,3,10,0
3,3,11,0
3,4,1,0
3,4,2,0
3,4,3,0
3,4,4,0
3,4,5,0
3,4,6,0.17933427
3,4,7,0
3,4,8,0
3,4,9,0
3,4,10,0
3,4,11,0
3,5,1,0
3,5,2,0
3,5,3,0
3,5,4,0
3,5,5,0
3,5,6,0
3,5,7,0.480654
3,5,8,0
3,5,9,0
3,5,10,0
3,5,11,0
4,1,1,0
4,1,2,0.004412277
4,1,3,0
4,1,4,0
4,1,5,0
4,1,6,0
4,1,7,0
4,1,8,0
4,1,9,0
4,1,10,0
4,1,11,0
4,2,1,0
4,2,2,0
4,2,3,0.46209735
4,2,4,0.19707276
4,2,5,0
4,2,6,0
4,2,7,0
4,2,8,0
4,2,9,0
4,2,10,0
4,2,11,0
4,3,1,0
4,3,2,0
4,3,3,0
4,3,4,0
4,3,5,0.38489482
4,3,6,0.97715867
4,3,7,0
4,3,8,0
4,3,9,0
4,3,10,0
4,3,11,0
4,4,1,0
4,4,2,0
4,4,3,0
4,4,4,0
4,4,5,0
4,4,6,0.16285977
4,4,7,0
4,4,8,0
4,4,9,0
4,4,10,0
4,4,11,0
4,5,1,0
4,5,2,0
4,5,3,0
4,5,4,0
4,5,5,0
4,5,6,0
4,5,7,0.4657854
4,5,8,0
4,5,9,0
4,5,10,0
4,5,11,0
5,1,1,0
5,1,2,0.004384868
5,1,3,0
5,1,4,0
5,1,5,0
5,1,6,0
5,1,7,0
5,1,8,0
5,1,9,0
5,1,10,0
5,1,11,0
5,2,1,0
5,2,2,0
5,2,3,0.4655529
5,2,4,0.19887759
5,2,5,0
5,2,6,0
5,2,7,0
5,2,8,0
5,2,9,0
5,2,10,0
5,2,11,0
5,3,1,0
5,3,2,0
5,3,3,0
5,3,4,0
5,3,5,0.38318366
5,3,6,0.8494923
5,3,7,0
5,3,8,0
5,3,9,0
5,3,10,0
5,3,11,0
5,4,1,0
5,4,2,0
5,4,3,0
5,4,4,0
5,4,5,0
5,4,6,0.14158204
5,4,7,0
5,4,8,0
5,4,9,0
5,4,10,0
5,4,11,0
5,5,1,0
5,5,2,0
5,5,3,0
5,5,4,0
5,5,5,0
5,5,6,0
5,5,7,0.44546187
5,5,8,0
5,5,9,0
5,5,10,0
5,5,11,0
6,1,1,0
6,1,2,0.0043539014
6,1,3,0
6,1,4,0
6,1,5,0
6,1,6,0
6,1,7,0
6,1,8,0
6,1,9,0
6,1,10,0
6,1,11,0
6,2,1,0
6,2,2,0
6,2,3,0.46817246
6,2,4,0.20028482
6,2,5,0
6,2,6,0
6,2,7,0
6,2,8,0
6,2,9,0
6,2,10,0
6,2,11,0
6,3,1,0
6,3,2,0
6,3,3,0
6,3,4,0
6,3,5,0.38000253
6,3,6,0.7446978
6,3,7,0
6,3,8,0
6,3,9,0
6,3,10,0
6,3,11,0
6,4,1,0
6,4,2,0
6,4,3,0
6,4,4,0
6,4,5,0
6,4,6,0.124116294
6,4,7,0
6,4,8,0
6,4,9,0
6,4,10,0
6,4,11,0
6,5,1,0
6,5,2,0
6,5,3,0
6,5,4,0
6,5,5,0
6,5,6,0
6,5,7,0.41881734
6,5,8,0
6,5,9,0
6,5,10,0
6,5,11,0
7,1,1,0
7,1,2,0.004319125
7,1,3,0
7,1,4,0
7,1,5,0
7,1,6,0
7,1,7,0
7,1,8,0
7,1,9,0
7,1,10,0
7,1,11,0
7,2,1,0
7,2,2,0
7,2,3,0.46966687
7,2,4,0.20091167
7,2,5,0
7,2,6,0
7,2,7,0
7,2,8,0
7,2,9,0
7,2,10,0
7,2,11,0
7,3,1,0
7,3,2,0
7,3,3,0
7,3,4,0
7,3,5,0.3753632
7,3,6,0.66071457
7,3,7,0
7,3,8,0
7,3,9,0
7,3,10,0
7,3,11,0
7,4,1,0
7,4,2,0
7,4,3,0
7,4,4,0
7,4,5,0
7,4,6,0.11011909
7,4,7,0
7,4,8,0
7,4,9,0
7,4,10,0
7,4,11,0
7,5,1,0
7,5,2,0
7,5,3,0
7,5,4,0
7,5,5,0
7,5,6,0
7,5,7,0.38643152
7,5,8,0
7,5,9,0
7,5,10,0
7,5,11,0
8,1,1,0
8,1,2,0.004280779
8,1,3,0
8,1,4,0
8,1,5,0
8,1,6,0
8,1,7,0
8,1,8,0
8,1,9,0
8,1,10,0
8,1,11,0
8,2,1,0
8,2,2,0
8,2,3,0.4699745
8,2,4,0.2005235
8,2,5,0
8,2,6,0
8,2,7,0
8,2,8,0
8,2,9,0
8,2,10,0
8,2,11,0
8,3,1,0
8,3,2,0
8,3,3,0
8,3,4,0
8,3,5,0.36927122
8,3,6,0.59410065
8,3,7,0
8,3,8,0
8,3,9,0
8,3,10,0
8,3,11,0
8,4,1,0
8,4,2,0
8,4,3,0
8,4,4,0
8,4,5,0
8,4,6,0.09901677
8,4,7,0
8,4,8,0
8,4,9,0
8,4,10,0
8,4,11,0
8,5,1,0
8,5,2,0
8,5,3,0
8,5,4,0
8,5,5,0
8,5,6,0
8,5,7,0.3500529
8,5,8,0
8,5,9,0
8,5,10,0
8,5,11,0
9,1,1,0
9,1,2,0.004239459
9,1,3,0
9,1,4,0
9,1,5,0
9,1,6,0
9,1,7,0
9,1,8,0
9,1,9,0
9,1,10,0
9,1,11,0
9,2,1,0
9,2,2,0
9,2,3,0.469162
9,2,4,0.19899002
9,2,5,0
9,2,6,0
9,2,7,0
9,2,8,0
9,2,9,0
9,2,10,0
9,2,11,0
9,3,1,0
9,3,2,0
9,3,3,0
9,3,4,0
9,3,5,0.36171672
9,3,6,0.5410437
9,3,7,0
9,3,8,0
9,3,9,0
9,3,10,0
9,3,11,0
9,4,1,0
9,4,2,0
9,4,3,0
9,4,4,0
9,4,5,0
9,4,6,0.090173945
9,4,7,0
9,4,8,0
9,4,9,0
9,4,10,0
9,4,11,0
9,5,1,0
9,5,2,0
9,5,3,0
9,5,4,0
9,5,5,0
9,5,6,0
9,5,7,0.31190917
9,5,8,0
9,5,9,0
9,5,10,0
9,5,11,0
10,1,1,0
10,1,2,0.004196022
10,1,3,0
10,1,4,0
10,1,5,0
10,1,6,0
10,1,7,0
10,1,8,0
10,1,9,0
10,1,10,0
10,1,11,0
10,2,1,0
10,2,2,0
10,2,3,0.46733162
10,2,4,0.19624002
10,2,5,0
10,2,6,0
10,2,7,0
10,2,8,0
10,2,9,0
10,2,10,0
10,2,11,0
10,3,1,0
10,3,2,0
10,3,3,0
10,3,4,0
10,3,5,0.3527135
10,3,6,0.4982369
10,3,7,0
10,3,8,0
10,3,9,0
10,3,10,0
10,3,11,0
10,4,1,0
10,4,2,0
10,4,3,0
10,4,4,0
10,4,5,0
10,4,6,0.08303948
10,4,7,0
10,4,8,0
10,4,9,0
10,4,10,0
10,4,11,0
10,5,1,0
10,5,2,0
10,5,3,0
10,5,4,0
10,5,5,0
10,5,6,0
10,5,7,0.2742414
10,5,8,0
10,5,9,0
10,5,10,0
10,5,11,0
11,1,1,0
11,1,2,0.0041514793
11,1,3,0
11,1,4,0
11,1,5,0
11,1,6,0
11,1,7,0
11,1,8,0
11,1,9,0
11,1,10,0
11,1,11,0
11,2,1,0
11,2,2,0
11,2,3,0.46456245
11,2,4,0.19213738
11,2,5,0
11,2,6,0
11,2,7,0
11,2,8,0
11,2,9,0
11,2,10,0
11,2,11,0
11,3,1,0
11,3,2,0
11,3,3,0
11,3,4,0
11,3,5,0.34202322
11,3,6,0.4658972
11,3,7,0
11,3,8,0
11,3,9,0
11,3,10,0
11,3,11,0
11,4,1,0
11,4,2,0
11,4,3,0
11,4,4,0
11,4,5,0
11,4,6,0.07764953
11,4,7,0
11,4,8,0
11,4,9,0
11,4,10,0
11,4,11,0
11,5,1,0
11,5,2,0
11,5,3,0
11,5,4,0
11,5,5,0
11,5,6,0
11,5,7,0.23894256
11,5,8,0
11,5,9,0
11,5,10,0
11,5,11,0
12,1,1,0
12,1,2,0.0041068573
12,1,3,0
12,1,4,0
12,1,5,0
12,1,6,0
12,1,7,0
12,1,8,0
12,1,9,0
12,1,10,0
12,1,11,0
12,2,1,0
12,2,2,0
12,2,3,0.46094418
12,2,4,0.18655056
12,2,5,0
12,2,6,0
12,2,7,0
12,2,8,0
12,2,9,0
12,2,10,0
12,2,11,0
12,3,1,0
12,3,2,0
12,3,3,0
12,3,4,0
12,3,5,0.32936922
12,3,6,0.44467005
12,3,7,0
12,3,8,0
12,3,9,0
12,3,10,0
12,3,11,0
12,4,1,0
12,4,2,0
12,4,3,0
12,4,4,0
12,4,5,0
12,4,6,0.07411167
12,4,7,0
12,4,8,0
12,4,9,0
12,4,10,0
12,4,11,0
12,5,1,0
12,5,2,0
12,5,3,0
12,5,4,0
12,5,5,0
12,5,6,0
12,5,7,0.2072953
12,5,8,0
12,5,9,0
12,5,10,0
12,5,11,0
13,1,1,0
13,1,2,0.004063039
13,1,3,0
13,1,4,0
13,1,5,0
13,1,6,0
13,1,7,0
13,1,8,0
13,1,9,0
13,1,10,0
13,1,11,0
13,2,1,0
13,2,2,0
13,2,3,0.4791832
13,2,4,0.18829048
13,2,5,0
13,2,6,0
13,2,7,0
13,2,8,0
13,2,9,0
13,2,10,0
13,2,11,0
13,3,1,0
13,3,2,0
13,3,3,0
13,3,4,0
13,3,5,0.31463662
13,3,6,0.43360245
13,3,7,0
13,3,8,0
13,3,9,0
13,3,10,0
13,3,11,0
13,4,1,0
13,4,2,0
13,4,3,0
13,4,4,0
13,4,5,0
13,4,6,0.07226707
13,4,7,0
13,4,8,0
13,4,9,0
13,4,10,0
13,4,11,0
13,5,1,0
13,5,2,0
13,5,3,0
13,5,4,0
13,5,5,0
13,5,6,0
13,5,7,0.17988253
13,5,8,0
13,5,9,0
13,5,10,0
13,5,11,0
14,1,1,0
14,1,2,0.004020645
14,1,3,0
14,1,4,0
14,1,5,0
14,1,6,0
14,1,7,0
14,1,8,0
14,1,9,0
14,1,10,0
14,1,11,0
14,2,1,0
14,2,2,0
14,2,3,0.47383362
14,2,4,0.17919627
14,2,5,0
14,2,6,0
14,2,7,0
14,2,8,0
14,2,9,0
14,2,10,0
14,2,11,0
14,3,1,0
14,3,2,0
14,3,3,0
14,3,4,0
14,3,5,0.299252
14,3,6,0.4312076
14,3,7,0
14,3,8,0
14,3,9,0
14,3,10,0
14,3,11,0
14,4,1,0
14,4,2,0
14,4,3,0
14,4,4,0
14,4,5,0
14,4,6,0.07186793
14,4,7,0
14,4,8,0
14,4,9,0
14,4,10,0
14,4,11,0
14,5,1,0
14,5,2,0
14,5,3,0
14,5,4,0
14,5,5,0
14,5,6,0
14,5,7,0.15674737
14,5,8,0
14,5,9,0
14,5,10,0
14,5,11,0
15,1,1,0
15,1,2,0.003980012
15,1,3,0
15,1,4,0
15,1,5,0
15,1,6,0
15,1,7,0
15,1,8,0
15,1,9,0
15,1,10,0
15,1,11,0
15,2,1,0
15,2,2,0
15,2,3,0.4681641
15,2,4,0.16888015
15,2,5,0
15,2,6,0
15,2,7,0
15,2,8,0
15,2,9,0
15,2,10,0
15,2,11,0
15,3,1,0
15,3,2,0
15,3,3,0
15,3,4,0
15,3,5,0.28445187
15,3,6,0.43584108
15,3,7,0
15,3,8,0
15,3,9,0
15,3,10,0
15,3,11,0
15,4,1,0
15,4,2,0
15,4,3,0
15,4,4,0
15,4,5,0
15,4,6,0.07264017
15,4,7,0
15,4,8,0
15,4,9,0
15,4,10,0
15,4,11,0
15,5,1,0
15,5,2,0
15,5,3,0
15,5,4,0
15,5,5,0
15,5,6,0
15,5,7,0.13753226
15,5,8,0
15,5,9,0
15,5,10,0
15,5,11,0
16,1,1,0
16,1,2,0.003941124
16,1,3,0
16,1,4,0
16,1,5,0
16,1,6,0
16,1,7,0
16,1,8,0
16,1,9,0
16,1,10,0
16,1,11,0
16,2,1,0
16,2,2,0
16,2,3,0.4623039
16,2,4,0.15893975
16,2,5,0
16,2,6,0
16,2,7,0
16,2,8,0
16,2,9,0
16,2,10,0
16,2,11,0
16,3,1,0
16,3,2,0
16,3,3,0
16,3,4,0
16,3,5,0.27037457
16,3,6,0.44599113
16,3,7,0
16,3,8,0
16,3,9,0
16,3,10,0
16,3,11,0
16,4,1,0
16,4,2,0
16,4,3,0
16,4,4,0
16,4,5,0
16,4,6,0.07433185
16,4,7,0
16,4,8,0
16,4,9,0
16,4,10,0
16,4,11,0
16,5,1,0
16,5,2,0
16,5,3,0
16,5,4,0
16,5,5,0
16,5,6,0
16,5,7,0.12169574
16,5,8,0
16,5,9,0
16,5,10,0
16,5,11,0
17,1,1,0
17,1,2,0.003903953
17,1,3,0
17,1,4,0
17,1,5,0
17,1,6,0
17,1,7,0
17,1,8,0
17,1,9,0
17,1,10,0
17,1,11,0
17,2,1,0
17,2,2,0
17,2,3,0.45642868
17,2,4,0.14981839
17,2,5,0
17,2,6,0
17,2,7,0
17,2,8,0
17,2,9,0
17,2,10,0
17,2,11,0
17,3,1,0
17,3,2,0
17,3,3,0
17,3,4,0
17,3,5,0.25711417
17,3,6,0.46035066
17,3,7,0
17,3,8,0
17,3,9,0
17,3,10,0
17,3,11,0
17,4,1,0
17,4,2,0
17,4,3,0
17,4,4,0
17,4,5,0
17,4,6,0.0767251
17,4,7,0
17,4,8,0
17,4,9,0
17,4,10,0
17,4,11,0
17,5,1,0
17,5,2,0
17,5,3,0
17,5,4,0
17,5,5,0
17,5,6,0
17,5,7,0.10865294
17,5,8,0
17,5,9,0
17,5,10,0
17,5,11,0
18,1,1,0
18,1,2,0.0038684278
18,1,3,0
18,1,4,0
18,1,5,0
18,1,6,0
18,1,7,0
18,1,8,0
18,1,9,0
18,1,10,0
18,1,11,0
18,2,1,0
18,2,2,0
18,2,3,0.45073044
18,2,4,0.14150101
18,2,5,0
18,2,6,0
18,2,7,0
18,2,8,0
18,2,9,0
18,2,10,0
18,2,11,0
18,3,1,0
18,3,2,0
18,3,3,0
18,3,4,0
18,3,5,0.24473032
18,3,6,0.47783187
18,3,7,0
18,3,8,0
18,3,9,0
18,3,10,0
18,3,11,0
18,4,1,0
18,4,2,0
18,4,3,0
18,4,4,0
18,4,5,0
18,4,6,0.07963864
18,4,7,0
18,4,8,0
18,4,9,0
18,4,10,0
18,4,11,0
18,5,1,0
18,5,2,0
18,5,3,0
18,5,4,0
18,5,5,0
18,5,6,0
18,5,7,0.09786083
18,5,8,0
18,5,9,0
18,5,10,0
18,5,11,0
19,1,1,0
19,1,2,0.0038344134
19,1,3,0
19,1,4,0
19,1,5,0
19,1,6,0
19,1,7,0
19,1,8,0
19,1,9,0
19,1,10,0
19,1,11,0
19,2,1,0
19,2,2,0
19,2,3,0.44537947
19,2,4,0.13395582
19,2,5,0
19,2,6,0
19,2,7,0
19,2,8,0
19,2,9,0
19,2,10,0
19,2,11,0
19,3,1,0
19,3,2,0
19,3,3,0
19,3,4,0
19,3,5,0.23325697
19,3,6,0.4975494
19,3,7,0
19,3,8,0
19,3,9,0
19,3,10,0
19,3,11,0
19,4,1,0
19,4,2,0
19,4,3,0
19,4,4,0
19,4,5,0
19,4,6,0.082924895
19,4,7,0
19,4,8,0
19,4,9,0
19,4,10,0
19,4,11,0
19,5,1,0
19,5,2,0
19,5,3,0
19,5,4,0
19,5,5,0
19,5,6,0
19,5,7,0.08885432
19,5,8,0
19,5,9,0
19,5,10,0
19,5,11,0
20,1,1,0
20,1,2,0.0038017402
20,1,3,0
20,1,4,0
20,1,5,0
20,1,6,0
20,1,7,0
20,1,8,0
20,1,9,0
20,1,10,0
20,1,11,0
20,2,1,0
20,2,2,0
20,2,3,0.4405085
20,2,4,0.12714042
20,2,5,0
20,2,6,0
20,2,7,0
20,2,8,0
20,2,9,0
20,2,10,0
20,2,11,0
20,3,1,0
20,3,2,0
20,3,3,0
20,3,4,0
20,3,5,0.22270839
20,3,6,0.51879257
20,3,7,0
20,3,8,0
20,3,9,0
20,3,10,0
20,3,11,0
20,4,1,0
20,4,2,0
20,4,3,0
20,4,4,0
20,4,5,0
20,4,6,0.08646542
20,4,7,0
20,4,8,0
20,4,9,0
20,4,10,0
20,4,11,0
20,5,1,0
20,5,2,0
20,5,3,0
20,5,4,0
20,5,5,0
20,5,6,0
20,5,7,0.081254125
20,5,8,0
20,5,9,0
20,5,10,0
20,5,11,0
21,1,1,0
21,1,2,0.0037702208
21,1,3,0
21,1,4,0
21,1,5,0
21,1,6,0
21,1,7,0
21,1,8,0
21,1,9,0
21,1,10,0
21,1,11,0
21,2,1,0
21,2,2,0
21,2,3,0.43619892
21,2,4,0.12107341
21,2,5,0
21,2,6,0
21,2,7,0
21,2,8,0
21,2,9,0
21,2,10,0
21,2,11,0
21,3,1,0
21,3,2,0
21,3,3,0
21,3,4,0
21,3,5,0.21308398
21,3,6,0.5409945
21,3,7,0
21,3,8,0
21,3,9,0
21,3,10,0
21,3,11,0
21,4,1,0
21,4,2,0
21,4,3,0
21,4,4,0
21,4,5,0
21,4,6,0.09016575
21,4,7,0
21,4,8,0
21,4,9,0
21,4,10,0
21,4,11,0
21,5,1,0
21,5,2,0
21,5,3,0
21,5,4,0
21,5,5,0
21,5,6,0
21,5,7,0.074760675
21,5,8,0
21,5,9,0
21,5,10,0
21,5,11,0
22,1,1,0
22,1,2,0.0037396639
22,1,3,0
22,1,4,0
22,1,5,0
22,1,6,0
22,1,7,0
22,1,8,0
22,1,9,0
22,1,10,0
22,1,11,0
22,2,1,0
22,2,2,0
22,2,3,0.4324801
22,2,4,0.11591729
22,2,5,0
22,2,6,0
22,2,7,0
22,2,8,0
22,2,9,0
22,2,10,0
22,2,11,0
22,3,1,0
22,3,2,0
22,3,3,0
22,3,4,0
22,3,5,0.20439698
22,3,6,0.56370854
22,3,7,0
22,3,8,0
22,3,9,0
22,3,10,0
22,3,11,0
22,4,1,0
22,4,2,0
22,4,3,0
22,4,4,0
22,4,5,0
22,4,6,0.09395142
22,4,7,0
22,4,8,0
22,4,9,0
22,4,10,0
22,4,11,0
22,5,1,0
22,5,2,0
22,5,3,0
22,5,4,0
22,5,5,0
22,5,6,0
22,5,7,0.0691427
22,5,8,0
22,5,9,0
22,5,10,0
22,5,11,0
23,1,1,0
23,1,2,0.00370991
23,1,3,0
23,1,4,0
23,1,5,0
23,1,6,0
23,1,7,0
23,1,8,0
23,1,9,0
23,1,10,0
23,1,11,0
23,2,1,0
23,2,2,0
23,2,3,0.42933896
23,2,4,0.111734614
23,2,5,0
23,2,6,0
23,2,7,0
23,2,8,0
23,2,9,0
23,2,10,0
23,2,11,0
23,3,1,0
23,3,2,0
23,3,3,0
23,3,4,0
23,3,5,0.19662806
23,3,6,0.5865718
23,3,7,0
23,3,8,0
23,3,9,0
23,3,10,0
23,3,11,0
23,4,1,0
23,4,2,0
23,4,3,0
23,4,4,0
23,4,5,0
23,4,6,0.09776197
23,4,7,0
23,4,8,0
23,4,9,0
23,4,10,0
23,4,11,0
23,5,1,0
23,5,2,0
23,5,3,0
23,5,4,0
23,5,5,0
23,5,6,0
23,5,7,0.064224534
23,5,8,0
23,5,9,0
23,5,10,0
23,5,11,0
24,1,1,0
24,1,2,0.0036808343
24,1,3,0
24,1,4,0
24,1,5,0
24,1,6,0
24,1,7,0
24,1,8,0
24,1,9,0
24,1,10,0
24,1,11,0
24,2,1,0
24,2,2,0
24,2,3,0.42673814
24,2,4,0.10851412
24,2,5,0
24,2,6,0
24,2,7,0
24,2,8,0
24,2,9,0
24,2,10,0
24,2,11,0
24,3,1,0
24,3,2,0
24,3,3,0
24,3,4,0
24,3,5,0.18974297
24,3,6,0.6092887
24,3,7,0
24,3,8,0
24,3,9,0
24,3,10,0
24,3,11,0
24,4,1,0
24,4,2,0
24,4,3,0
24,4,4,0
24,4,5,0
24,4,6,0.10154811
24,4,7,0
24,4,8,0
24,4,9,0
24,4,10,0
24,4,11,0
24,5,1,0
24,5,2,0
24,5,3,0
24,5,4,0
24,5,5,0
24,5,6,0
24,5,7,0.05987445
24,5,8,0
24,5,9,0
24,5,10,0
24,5,11,0
25,1,1,0
25,1,2,0.0036523454
25,1,3,0
25,1,4,0
25,1,5,0
25,1,6,0
25,1,7,0
25,1,8,0
25,1,9,0
25,1,10,0
25,1,11,0
25,2,1,0
25,2,2,0
25,2,3,0.44581613
25,2,4,0.11148702
25,2,5,0
25,2,6,0
25,2,7,0
25,2,8,0
25,2,9,0
25,2,10,0
25,2,11,0
25,3,1,0
25,3,2,0
25,3,3,0
25,3,4,0
25,3,5,0.1838658
25,3,6,0.63160294
25,3,7,0
25,3,8,0
25,3,9,0
25,3,10,0
25,3,11,0
25,4,1,0
25,4,2,0
25,4,3,0
25,4,4,0
25,4,5,0
25,4,6,0.10526715
25,4,7,0
25,4,8,0
25,4,9,0
25,4,10,0
25,4,11,0
25,5,1,0
25,5,2,0
25,5,3,0
25,5,4,0
25,5,5,0
25,5,6,0
25,5,7,0.055990737
25,5,8,0
25,5,9,0
25,5,10,0
25,5,11,0
26,1,1,0
26,1,2,0.0036243808
26,1,3,0
26,1,4,0
26,1,5,0
26,1,6,0
26,1,7,0
26,1,8,0
26,1,9,0
26,1,10,0
26,1,11,0
26,2,1,0
26,2,2,0
26,2,3,0.44383904
26,2,4,0.10985121
26,2,5,0
26,2,6,0
26,2,7,0
26,2,8,0
26,2,9,0
26,2,10,0
26,2,11,0
26,3,1,0
26,3,2,0
26,3,3,0
26,3,4,0
26,3,5,0.17918248
26,3,6,0.6533359
26,3,7,0
26,3,8,0
26,3,9,0
26,3,10,0
26,3,11,0
26,4,1,0
26,4,2,0
26,4,3,0
26,4,4,0
26,4,5,0
26,4,6,0.10888932
26,4,7,0
26,4,8,0
26,4,9,0
26,4,10,0
26,4,11,0
26,5,1,0
26,5,2,0
26,5,3,0
26,5,4,0
26,5,5,0
26,5,6,0
26,5,7,0.05250406
26,5,8,0
26,5,9,0
26,5,10,0
26,5,11,0
27,1,1,0
27,1,2,0.00359691
27,1,3,0
27,1,4,0
27,1,5,0
27,1,6,0
27,1,7,0
27,1,8,0
27,1,9,0
27,1,10,0
27,1,11,0
27,2,1,0
27,2,2,0
27,2,3,0.44229573
27,2,4,0.10898488
27,2,5,0
27,2,6,0
27,2,7,0
27,2,8,0
27,2,9,0
27,2,10,0
27,2,11,0
27,3,1,0
27,3,2,0
27,3,3,0
27,3,4,0
27,3,5,0.17577927
27,3,6,0.6743327
27,3,7,0
27,3,8,0
27,3,9,0
27,3,10,0
27,3,11,0
27,4,1,0
27,4,2,0
27,4,3,0
27,4,4,0
27,4,5,0
27,4,6,0.112388775
27,4,7,0
27,4,8,0
27,4,9,0
27,4,10,0
27,4,11,0
27,5,1,0
27,5,2,0
27,5,3,0
27,5,4,0
27,5,5,0
27,5,6,0
27,5,7,0.049360134
27,5,8,0
27,5,9,0
27,5,10,0
27,5,11,0
28,1,1,0
28,1,2,0.0035699226
28,1,3,0
28,1,4,0
28,1,5,0
28,1,6,0
28,1,7,0
28,1,8,0
28,1,9,0
28,1,10,0
28,1,11,0
28,2,1,0
28,2,2,0
28,2,3,0.44114175
28,2,4,0.10878914
28,2,5,0
28,2,6,0
28,2,7,0
28,2,8,0
28,2,9,0
28,2,10,0
28,2,11,0
28,3,1,0
28,3,2,0
28,3,3,0
28,3,4,0
28,3,5,0.1736602
28,3,6,0.6944737
28,3,7,0
28,3,8,0
28,3,9,0
28,3,10,0
28,3,11,0
28,4,1,0
28,4,2,0
28,4,3,0
28,4,4,0
28,4,5,0
28,4,6,0.115745604
28,4,7,0
28,4,8,0
28,4,9,0
28,4,10,0
28,4,11,0
28,5,1,0
28,5,2,0
28,5,3,0
28,5,4,0
28,5,5,0
28,5,6,0
28,5,7,0.046517756
28,5,8,0
28,5,9,0
28,5,10,0
28,5,11,0
29,1,1,0
29,1,2,0.0035434244
29,1,3,0
29,1,4,0
29,1,5,0
29,1,6,0
29,1,7,0
29,1,8,0
29,1,9,0
29,1,10,0
29,1,11,0
29,2,1,0
29,2,2,0
29,2,3,0.44034025
29,2,4,0.109171376
29,2,5,0
29,2,6,0
29,2,7,0
29,2,8,0
29,2,9,0
29,2,10,0
29,2,11,0
29,3,1,0
29,3,2,0
29,3,3,0
29,3,4,0
29,3,5,0.17276956
29,3,6,0.7136729
29,3,7,0
29,3,8,0
29,3,9,0
29,3,10,0
29,3,11,0
29,4,1,0
29,4,2,0
29,4,3,0
29,4,4,0
29,4,5,0
29,4,6,0.11894547
29,4,7,0
29,4,8,0
29,4,9,0
29,4,10,0
