"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 10/6/1920)"
Date,"7/9/2026 2:52:03 PM"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,"C:/Users/ANC/OneDrive - NIVA/Projects/2025/2025CLIMAX/WP1/RPackage/ecocx/inst/extdata/anchovy_bay_ecosim_ex.eiixml"
"<HEADER ecosim/>"
EcosimScenario,"Scene 1"
TimeSeries,-
StartYear,0
"<HEADER end/>"

Data,Catch

timestep\group,1,2,3,4,5,6,7,8,9,10,11
35,0,0.0033956363,0.44162077,0.11955112,0.18710376,0.9427986,0.032917194,0,0,0,0
36,0,0.0033729896,0.4426998,0.12212139,0.19169757,0.95757055,0.031652153,0,0,0,0
37,0,0.0025170527,0.46594304,0.13096654,0.19665466,0.9714936,0.030507596,0,0,0,0
38,0,0.0025047294,0.46733522,0.13382684,0.20189656,0.98478407,0.029475167,0,0,0,0
39,0,0.0024927643,0.46893266,0.13676248,0.20735368,0.9975673,0.028543917,0,0,0,0
40,0,0.0024811486,0.47071803,0.13974728,0.21296468,1.00996,0.027703969,0,0,0,0
41,0,0.0024698714,0.47267526,0.14275795,0.2186759,1.0220655,0.026946455,0,0,0,0
42,0,0.0024589219,0.47478953,0.14577389,0.2244408,1.0339702,0.026263447,0,0,0,0
43,0,0.002448288,0.47704735,0.1487771,0.23021947,1.0457426,0.025647879,0,0,0,0
44,0,0.0024379578,0.47943637,0.15175195,0.2359781,1.0574312,0.025093453,0,0,0,0
45,0,0.002427919,0.48194543,0.15468515,0.2416883,1.0690658,0.024594573,0,0,0,0
46,0,0.00241816,0.4845644,0.15756553,0.24732667,1.0806575,0.02414626,0,0,0,0
47,0,0.0024086684,0.48728418,0.16038395,0.2528742,1.0922011,0.02374408,0,0,0,0
48,0,0.002399433,0.49009648,0.16313311,0.25831568,1.1036777,0.023384083,0,0,0,0
49,0,0.0015960853,0.5170419,0.17405759,0.26364,1.115239,0.0230682,0,0,0,0
50,0,0.0015926968,0.51952225,0.1767317,0.26883823,1.1266301,0.022789042,0,0,0,0
51,0,0.0015894478,0.5220816,0.17932516,0.2739043,1.1378044,0.02254353,0,0,0,0
52,0,0.0015863306,0.524716,0.1818376,0.27883458,1.1487168,0.02232886,0,0,0,0
53,0,0.001583337,0.5274206,0.18426923,0.28362712,1.1593257,0.022142459,0,0,0,0
54,0,0.0015804593,0.53019,0.18662065,0.2882811,1.1695929,0.02198201,0,0,0,0
55,0,0.0015776908,0.5330185,0.18889274,0.29279646,1.1794847,0.021845441,0,0,0,0
56,0,0.0015750249,0.53590053,0.19108658,0.2971734,1.1889728,0.021730907,0,0,0,0
57,0,0.0015724559,0.53883046,0.1932034,0.30141243,1.1980342,0.021636786,0,0,0,0
58,0,0.0015699782,0.5418029,0.19524458,0.30551407,1.2066516,0.021561643,0,0,0,0
59,0,0.0015675869,0.5448127,0.19721155,0.30947888,1.2148136,0.021504212,0,0,0,0
60,0,0.0015652776,0.5478551,0.1991057,0.3133073,1.2225146,0.021463368,0,0,0,0
61,0,0.00078272435,0.5780771,0.21065904,0.3169987,1.2294873,0.02143195,0,0,0,0
62,0,0.00078283896,0.58129704,0.21231811,0.32055423,1.2360706,0.021413518,0,0,0,0
63,0,0.0007829823,0.58453834,0.21390802,0.3239738,1.2422851,0.021407604,0,0,0,0
64,0,0.00078315363,0.58779395,0.21542972,0.32725587,1.2481447,0.021413784,0,0,0,0
65,0,0.0007833525,0.59105855,0.21688443,0.33039865,1.2536584,0.021431679,0,0,0,0
66,0,0.0007835784,0.59432805,0.21827379,0.33340082,1.258833,0.021460928,0,0,0,0
67,0,0.0007838304,0.597599,0.2195998,0.33626172,1.2636747,0.021501128,0,0,0,0
68,0,0.00078410783,0.60086846,0.22086467,0.3389816,1.2681903,0.021551818,0,0,0,0
69,0,0.0007844094,0.6041332,0.22207071,0.3415615,1.2723883,0.021612465,0,0,0,0
70,0,0.00078473386,0.6073903,0.22322023,0.3440036,1.2762797,0.021682467,0,0,0,0
71,0,0.0007850799,0.61063635,0.22431533,0.34631047,1.2798766,0.02176118,0,0,0,0
72,0,0.0007854459,0.61386794,0.22535783,0.34848514,1.2831919,0.02184793,0,0,0,0
73,0,0,0.6476886,0.23753054,0.3505303,1.2861257,0.021939661,0,0,0,0
74,0,0,0.6507031,0.23835395,0.3524502,1.2888398,0.02203742,0,0,0,0
75,0,0,0.6536956,0.23913309,0.35424834,1.291355,0.022140777,0,0,0,0
76,0,0,0.6566617,0.23986937,0.3559278,1.2936865,0.022249335,0,0,0,0
77,0,0,0.6595975,0.24056415,0.35749158,1.2958446,0.022362757,0,0,0,0
78,0,0,0.6625002,0.24121886,0.35894307,1.2978368,0.022480749,0,0,0,0
79,0,0,0.66536725,0.24183507,0.36028615,1.2996687,0.022603035,0,0,0,0
80,0,0,0.6681966,0.24241446,0.36152503,1.3013448,0.022729354,0,0,0,0
81,0,0,0.67098653,0.24295871,0.36266452,1.3028693,0.022859426,0,0,0,0
82,0,0,0.6737354,0.24346957,0.3637096,1.3042473,0.022992969,0,0,0,0
83,0,0,0.67644155,0.24394867,0.36466542,1.3054839,0.023129683,0,0,0,0
84,0,0,0.67910343,0.24439758,0.36553714,1.3065859,0.023269273,0,0,0,0
85,0,0,0.7153577,0.2568718,0.3663296,1.3074664,0.023409456,0,0,0,0
86,0,0,0.717618,0.25710544,0.36704868,1.3082594,0.023551388,0,0,0,0
87,0,0,0.71983635,0.25732046,0.36769912,1.308979,0.023694998,0,0,0,0
88,0,0,0.7220107,0.25751847,0.36828476,1.3096342,0.023840217,0,0,0,0
89,0,0,0.7241394,0.25770092,0.36880907,1.3102297,0.023987005,0,0,0,0
90,0,0,0.7262216,0.2578692,0.3692756,1.3107675,0.024135338,0,0,0,0
91,0,0,0.728257,0.25802475,0.36968794,1.3112483,0.02428519,0,0,0,0
92,0,0,0.73024535,0.25816897,0.3700499,1.311672,0.02443651,0,0,0,0
93,0,0,0.7321868,0.2583032,0.37036544,1.3120385,0.024589218,0,0,0,0
94,0,0,0.7340812,0.25842866,0.37063855,1.3123497,0.02474321,0,0,0,0
95,0,0,0.73592865,0.25854638,0.37087312,1.3126076,0.024898361,0,0,0,0
96,0,0,0.73772895,0.25865716,0.37107292,1.312816,0.025054531,0,0,0,0
97,0,0,0.7755319,0.27147892,0.37124172,1.3130252,0.025212588,0,0,0,0
98,0,0,0.77659434,0.2714337,0.37138325,1.313194,0.025371788,0,0,0,0
99,0,0,0.777621,0.27139246,0.3715009,1.3133316,0.025532013,0,0,0,0
100,0,0,0.778613,0.2713567,0.37159762,1.3134471,0.02569316,0,0,0,0
101,0,0,0.77957124,0.2713272,0.3716759,1.3135493,0.025855152,0,0,0,0
102,0,0,0.7804966,0.2713042,0.37173802,1.3136463,0.026017942,0,0,0,0
103,0,0,0.78138995,0.27128753,0.3717859,1.313745,0.026181519,0,0,0,0
104,0,0,0.7822521,0.27127683,0.37182143,1.3138525,0.026345897,0,0,0,0
105,0,0,0.78308386,0.27127153,0.37184626,1.3139745,0.026511114,0,0,0,0
106,0,0,0.7838863,0.27127096,0.37186208,1.3141162,0.026677223,0,0,0,0
107,0,0,0.78466046,0.27127448,0.37187046,1.3142827,0.026844297,0,0,0,0
108,0,0,0.78540736,0.27128145,0.37187296,1.3144785,0.027012419,0,0,0,0
109,0,0,0.82489413,0.2846638,0.37187085,1.314629,0.027179755,0,0,0,0
110,0,0,0.8250246,0.28446713,0.37186667,1.3148481,0.027347803,0,0,0,0
111,0,0,0.8251483,0.28428388,0.3718619,1.3151467,0.027516887,0,0,0,0
112,0,0,0.825265,0.2841144,0.37185743,1.3155303,0.027687319,0,0,0,0
113,0,0,0.8253752,0.2839589,0.37185392,1.3160013,0.027859433,0,0,0,0
114,0,0,0.8254799,0.2838178,0.3718523,1.3165587,0.028033571,0,0,0,0
115,0,0,0.8255805,0.28369138,0.37185377,1.3172005,0.02821007,0,0,0,0
116,0,0,0.82567835,0.28358018,0.37185988,1.3179249,0.028389242,0,0,0,0
117,0,0,0.825775,0.28348464,0.37187257,1.3187296,0.028571364,0,0,0,0
118,0,0,0.8258719,0.2834052,0.37189382,1.3196144,0.028756687,0,0,0,0
119,0,0,0.8259702,0.28334215,0.37192577,1.3205801,0.028945452,0,0,0,0
120,0,0,0.82607096,0.28329557,0.37197056,1.3216285,0.029137887,0,0,0,0
121,0,0,0.86674726,0.2973314,0.37203056,1.3228449,0.02933636,0,0,0,0
122,0,0,0.8659019,0.29714698,0.372108,1.3241419,0.029539773,0,0,0,0
123,0,0,0.8650822,0.2969918,0.37220517,1.325526,0.029748347,0,0,0,0
124,0,0,0.86429125,0.29686722,0.37232393,1.3270049,0.029962324,0,0,0,0
125,0,0,0.86353123,0.29677385,0.372466,1.3285862,0.030181974,0,0,0,0
126,0,0,0.8628039,0.29671147,0.37263265,1.3302772,0.030407617,0,0,0,0
127,0,0,0.8621105,0.29667953,0.372825,1.3320837,0.030639615,0,0,0,0
128,0,0,0.8614523,0.29667696,0.37304395,1.3340111,0.030878376,0,0,0,0
129,0,0,0.86083037,0.29670274,0.3732902,1.3360628,0.031124357,0,0,0,0
130,0,0,0.86024576,0.29675564,0.37356445,1.338241,0.03137804,0,0,0,0
131,0,0,0.8596994,0.29683453,0.37386733,1.3405466,0.031639934,0,0,0,0
132,0,0,0.8591924,0.2969384,0.37419948,1.3429798,0.031910572,0,0,0,0
133,0,0,0.9004367,0.3116273,0.37456176,1.3455883,0.03219186,0,0,0,0
134,0,0,0.8990231,0.31158644,0.3749554,1.3483219,0.032483548,0,0,0,0
135,0,0,0.89767677,0.31158265,0.37538144,1.3511819,0.032786198,0,0,0,0
136,0,0,0.89639944,0.31161702,0.37584075,1.3541679,0.033100363,0,0,0,0
137,0,0,0.8951923,0.31168994,0.37633398,1.3572795,0.033426613,0,0,0,0
138,0,0,0.894056,0.3118014,0.37686163,1.3605143,0.033765536,0,0,0,0
139,0,0,0.8929908,0.31195092,0.37742415,1.3638691,0.034117732,0,0,0,0
140,0,0,0.8919968,0.31213787,0.3780219,1.3673397,0.03448383,0,0,0,0
141,0,0,0.8910738,0.3123613,0.37865514,1.3709209,0.034864467,0,0,0,0
142,0,0,0.89022154,0.31262025,0.379324,1.3746067,0.03526029,0,0,0,0
143,0,0,0.8894394,0.31291363,0.38002855,1.3783901,0.03567197,0,0,0,0
144,0,0,0.88872695,0.31324032,0.38076863,1.3822622,0.036100175,0,0,0,0
145,0,0,0.9320179,0.32906348,0.3815435,1.3860787,0.03654135,0,0,0,0
146,0,0,0.93071383,0.32917902,0.38235432,1.3900117,0.03699907,0,0,0,0
147,0,0,0.92950547,0.32934052,0.3832001,1.3940543,0.037474368,0,0,0,0
148,0,0,0.92838854,0.32954726,0.3840787,1.3981912,0.03796823,0,0,0,0
149,0,0,0.9273601,0.3297986,0.38498786,1.4024003,0.03848162,0,0,0,0
150,0,0,0.9264179,0.33009404,0.38592538,1.4066551,0.039015472,0,0,0,0
151,0,0,0.9255603,0.33043325,0.38688967,1.4109278,0.039570644,0,0,0,0
152,0,0,0.9247858,0.3308159,0.38787946,1.4151912,0.04014788,0,0,0,0
153,0,0,0.9240925,0.3312415,0.3888939,1.4194204,0.040747788,0,0,0,0
154,0,0,0.92347825,0.3317092,0.38993222,1.4235939,0.04137088,0,0,0,0
155,0,0,0.9229405,0.33221772,0.39099357,1.4276943,0.042017564,0,0,0,0
156,0,0,0.9224762,0.33276522,0.3920769,1.4317077,0.04268819,0,0,0,0
157,0,0,0.9672937,0.3497544,0.3931808,1.435587,0.043381706,0,0,0,0
158,0,0,0.9659829,0.3501175,0.39430478,1.4393919,0.044099506,0,0,0,0
159,0,0,0.96476555,0.35052842,0.3954466,1.4431227,0.044842184,0,0,0,0
160,0,0,0.9636367,0.35098454,0.3966029,1.4467782,0.045610324,0,0,0,0
161,0,0,0.96259195,0.35148248,0.3977699,1.450355,0.046404544,0,0,0,0
162,0,0,0.9616277,0.35201856,0.39894372,1.4538481,0.047225524,0,0,0,0
163,0,0,0.96074057,0.35258898,0.40012056,1.4572517,0.048073925,0,0,0,0
164,0,0,0.9599273,0.35318983,0.4012969,1.4605606,0.048950396,0,0,0,0
165,0,0,0.959185,0.35381722,0.4024695,1.4637697,0.049855538,0,0,0,0
166,0,0,0.9585105,0.35446727,0.40363535,1.4668759,0.05078988,0,0,0,0
167,0,0,0.9579007,0.3551361,0.40479174,1.4698777,0.05175393,0,0,0,0
168,0,0,0.9573523,0.35581976,0.40593615,1.4727749,0.052748144,0,0,0,0
169,0,0,1.003199,0.37400103,0.4070666,1.475664,0.05377687,0,0,0,0
170,0,0,1.0014213,0.37446967,0.4081814,1.4784448,0.054838285,0,0,0,0
171,0,0,0.9997327,0.3749599,0.40927905,1.4811238,0.05593276,0,0,0,0
172,0,0,0.99812984,0.3754703,0.4103579,1.4837087,0.05706069,0,0,0,0
173,0,0,0.99660915,0.37599874,0.41141635,1.486207,0.05822249,0,0,0,0
174,0,0,0.99516684,0.37654227,0.41245276,1.4886245,0.059418622,0,0,0,0
175,0,0,0.9937989,0.37709767,0.41346547,1.4909668,0.060649596,0,0,0,0
176,0,0,0.99250156,0.3776615,0.41445297,1.4932375,0.06191597,0,0,0,0
177,0,0,0.9912711,0.37823042,0.4154139,1.4954385,0.06321835,0,0,0,0
178,0,0,0.990104,0.3788012,0.416347,1.4975708,0.06455735,0,0,0,0
179,0,0,0.9889973,0.3793708,0.41725153,1.4996336,0.06593362,0,0,0,0
180,0,0,0.98794764,0.37993658,0.4181268,1.5016263,0.067347795,0,0,0,0
181,0,0,1.0346403,0.39923722,0.4189732,1.5037376,0.068810165,0,0,0,0
182,0,0,1.0320339,0.39954734,0.4197906,1.5057405,0.070315525,0,0,0,0
183,0,0,1.0295247,0.3998672,0.42058024,1.5076387,0.07186408,0,0,0,0
184,0,0,1.0271097,0.4001987,0.42134368,1.5094382,0.07345608,0,0,0,0
185,0,0,1.0247854,0.40054223,0.42208242,1.5111471,0.07509175,0,0,0,0
186,0,0,1.0225472,0.40089697,0.42279756,1.5127745,0.07677135,0,0,0,0
187,0,0,1.0203905,0.40126118,0.42348978,1.5143286,0.07849519,0,0,0,0
188,0,0,1.0183104,0.40163243,0.42415926,1.5158165,0.08026373,0,0,0,0
189,0,0,1.0163027,0.4020079,0.42480597,1.5172428,0.082077496,0,0,0,0
190,0,0,1.0143633,0.4023849,0.42542964,1.5186099,0.08393715,0,0,0,0
191,0,0,1.0124888,0.4027607,0.42602992,1.5199183,0.085843414,0,0,0,0
192,0,0,1.010676,0.40313292,0.4266067,1.5211663,0.08779701,0,0,0,0
193,0,0,1.0578643,0.42331842,0.42716023,1.5224332,0.08980385,0,0,0,0
194,0,0,1.0545982,0.42334875,0.42769152,1.5236332,0.09186183,0,0,0,0
195,0,0,1.0514327,0.42339328,0.42820138,1.524768,0.0939716,0,0,0,0
196,0,0,1.0483637,0.4234535,0.4286905,1.5258385,0.09613374,0,0,0,0
197,0,0,1.045387,0.4235299,0.4291595,1.5268452,0.09834877,0,0,0,0
198,0,0,1.0424985,0.42362198,0.4296088,1.527788,0.100617126,0,0,0,0
199,0,0,1.0396938,0.42372873,0.4300388,1.5286664,0.10293928,0,0,0,0
200,0,0,1.0369688,0.42384863,0.43044984,1.5294788,0.105315596,0,0,0,0
201,0,0,1.0343196,0.42397976,0.4308421,1.5302234,0.10774644,0,0,0,0
202,0,0,1.0317423,0.4241202,0.43121576,1.5308976,0.11023213,0,0,0,0
203,0,0,1.0292335,0.4242677,0.43157098,1.5314993,0.11277292,0,0,0,0
204,0,0,1.0267893,0.42442015,0.43190783,1.5320253,0.115369,0,0,0,0
205,0,0,1.07411,0.4453369,0.43222654,1.5324781,0.1180207,0,0,0,0
206,0,0,1.0702668,0.44508553,0.43252867,1.5328743,0.12072866,0,0,0,0
207,0,0,1.0665237,0.4448593,0.43281424,1.5332152,0.12349338,0,0,0,0
208,0,0,1.0628756,0.4446583,0.4330828,1.5334996,0.12631513,0,0,0,0
209,0,0,1.0593181,0.4444817,0.43333346,1.5337237,0.12919413,0,0,0,0
210,0,0,1.0558468,0.44432813,0.43356544,1.5338814,0.13213046,0,0,0,0
211,0,0,1.0524583,0.4441959,0.43377817,1.5339649,0.1351241,0,0,0,0
212,0,0,1.0491487,0.44408315,0.43397126,1.5339656,0.13817477,0,0,0,0
213,0,0,1.0459145,0.44398797,0.43414456,1.5338756,0.14128196,0,0,0,0
214,0,0,1.0427523,0.44390804,0.434298,1.5336878,0.14444487,0,0,0,0
215,0,0,1.0396581,0.44384095,0.43443173,1.5333966,0.14766248,0,0,0,0
216,0,0,1.0366284,0.44378418,0.43454573,1.5329978,0.1509335,0,0,0,0
217,0,0,1.0835336,0.46559978,0.4346407,1.5326856,0.15427789,0,0,0,0
218,0,0,1.0785583,0.46517494,0.43471655,1.5322261,0.15768099,0,0,0,0
219,0,0,1.0737071,0.46478015,0.43477413,1.5316254,0.16114038,0,0,0,0
220,0,0,1.0689727,0.4644168,0.43481416,1.530891,0.16465358,0,0,0,0
221,0,0,1.0643477,0.46408418,0.43483686,1.530031,0.16821803,0,0,0,0
222,0,0,1.0598251,0.46377984,0.43484205,1.5290537,0.17183104,0,0,0,0
223,0,0,1.0553979,0.4635001,0.43482876,1.5279661,0.17548995,0,0,0,0
224,0,0,1.05106,0.4632406,0.4347957,1.5267729,0.17919213,0,0,0,0
225,0,0,1.046806,0.46299657,0.43474123,1.5254757,0.18293494,0,0,0,0
226,0,0,1.042631,0.4627633,0.4346635,1.5240742,0.18671575,0,0,0,0
227,0,0,1.038531,0.46253633,0.43456084,1.5225652,0.19053179,0,0,0,0
228,0,0,1.0345018,0.4623115,0.4344316,1.5209436,0.1943801,0,0,0,0
229,0,0,1.0797588,0.48470116,0.43427527,1.5194387,0.19829035,0,0,0,0
230,0,0,1.0735958,0.4840597,0.43409055,1.5177593,0.20223811,0,0,0,0
231,0,0,1.0675769,0.48344064,0.4338778,1.5159062,0.2062182,0,0,0,0
232,0,0,1.0616924,0.48284662,0.4336378,1.5138807,0.21022514,0,0,0,0
233,0,0,1.0559328,0.48227787,0.433371,1.5116857,0.21425307,0,0,0,0
234,0,0,1.0502893,0.48173276,0.43307742,1.5093236,0.21829581,0,0,0,0
235,0,0,1.0447536,0.4812081,0.43275648,1.5067962,0.22234702,0,0,0,0
236,0,0,1.0393178,0.48069975,0.43240696,1.5041032,0.22640032,0,0,0,0
237,0,0,1.0339757,0.4802031,0.43202722,1.5012413,0.23044921,0,0,0,0
238,0,0,1.028721,0.47971332,0.43161544,1.4982047,0.23448728,0,0,0,0
239,0,0,1.0235485,0.47922584,0.43116957,1.494985,0.2385078,0,0,0,0
240,0,0,1.0184535,0.47873628,0.43068752,1.4915715,0.2425038,0,0,0,0
241,0,0,1.0321878,0.48760682,0.43016836,1.4882268,0.24651656,0,0,0,0
242,0,0,1.0259111,0.48699823,0.42960903,1.4845878,0.25050494,0,0,0,0
243,0,0,1.019761,0.48638675,0.4290093,1.4806482,0.2544578,0,0,0,0
244,0,0,1.0137259,0.48577383,0.4283694,1.4764048,0.25836372,0,0,0,0
245,0,0,1.007795,0.48515895,0.4276893,1.4718578,0.2622106,0,0,0,0
246,0,0,1.0019579,0.48453945,0.42696816,1.467009,0.26598576,0,0,0,0
247,0,0,0.99620533,0.48391128,0.4262041,1.4618603,0.26967648,0,0,0,0
248,0,0,0.9905292,0.4832693,0.42539448,1.456412,0.27326995,0,0,0,0
249,0,0,0.98492205,0.48260808,0.42453572,1.4506613,0.27675366,0,0,0,0
250,0,0,0.97937745,0.48192197,0.42362398,1.4446026,0.2801151,0,0,0,0
251,0,0,0.97388995,0.48120567,0.42265493,1.4382269,0.28334177,0,0,0,0
252,0,0,0.9684545,0.48045433,0.42162427,1.4315221,0.286421,0,0,0,0
253,0,0,0.9802665,0.4894235,0.42053044,1.4251393,0.28948265,0,0,0,0
254,0,0,0.9727442,0.48863947,0.41936696,1.4182059,0.29240927,0,0,0,0
255,0,0,0.96539277,0.4878109,0.41813314,1.4107202,0.29517838,0,0,0,0
256,0,0,0.9581846,0.48694614,0.41683003,1.4026898,0.2977681,0,0,0,0
257,0,0,0.9510968,0.48604804,0.41545826,1.3941302,0.3001556,0,0,0,0
258,0,0,0.94410974,0.48511475,0.4140167,1.3850611,0.30231807,0,0,0,0
259,0,0,0.93720704,0.48414084,0.41250226,1.3755027,0.30423355,0,0,0,0
260,0,0,0.93037486,0.48311868,0.4109101,1.365473,0.30588183,0,0,0,0
261,0,0,0.9236021,0.4820395,0.409234,1.3549855,0.3072447,0,0,0,0
262,0,0,0.91688,0.48089474,0.40746686,1.3440484,0.30830586,0,0,0,0
263,0,0,0.91020167,0.47967625,0.40560153,1.3326652,0.3090507,0,0,0,0
264,0,0,0.9035614,0.47837687,0.40363094,1.3208361,0.30946594,0,0,0,0
265,0,0,0.9135075,0.4865651,0.40155035,1.3089416,0.3096332,0,0,0,0
266,0,0,0.9053822,0.48501,0.39935368,1.2964944,0.3094687,0,0,0,0
267,0,0,0.8973733,0.48336357,0.39703766,1.2835026,0.3089566,0,0,0,0
268,0,0,0.8894602,0.48163024,0.39460048,1.2699822,0.30808228,0,0,0,0
269,0,0,0.88162607,0.47981107,0.39204094,1.255956,0.30683187,0,0,0,0
270,0,0,0.87385726,0.47790444,0.38935766,1.2414542,0.3051931,0,0,0,0
271,0,0,0.8661425,0.47590655,0.38654894,1.2265124,0.3031561,0,0,0,0
272,0,0,0.8584726,0.47381225,0.38361272,1.2111715,0.3007142,0,0,0,0
273,0,0,0.85084015,0.47161564,0.380547,1.1954774,0.2978643,0,0,0,0
274,0,0,0.84323955,0.46931064,0.3773498,1.1794802,0.29460707,0,0,0,0
275,0,0,0.8356664,0.46689147,0.3740197,1.1632351,0.29094708,0,0,0,0
276,0,0,0.8281177,0.4643529,0.3705561,1.1468017,0.28689262,0,0,0,0
277,0,0,0.83527243,0.47081113,0.36696097,1.1306354,0.28255638,0,0,0,0
278,0,0,0.8262153,0.46795028,0.36323613,1.1143094,0.27786967,0,0,0,0
279,0,0,0.81728023,0.46495947,0.35938582,1.0979121,0.2728471,0,0,0,0
280,0,0,0.808447,0.4618471,0.35541776,1.0815394,0.267506,0,0,0,0
281,0,0,0.7997023,0.4586189,0.35134342,1.0652962,0.2618668,0,0,0,0
282,0,0,0.79103684,0.4552776,0.3471708,1.0492866,0.2559531,0,0,0,0
283,0,0,0.7824451,0.45182464,0.3429088,1.0336177,0.24979202,0,0,0,0
284,0,0,0.7739242,0.44826147,0.33856708,1.018397,0.24341427,0,0,0,0
285,0,0,0.7654738,0.4445903,0.33415633,1.0037289,0.23685353,0,0,0,0
286,0,0,0.7570955,0.44081464,0.3296885,0.98971176,0.23014589,0,0,0,0
287,0,0,0.7487925,0.4369401,0.32517678,0.97643495,0.223329,0,0,0,0
288,0,0,0.74056935,0.43297482,0.32063612,0.9639773,0.21644121,0,0,0,0
289,0,0,0.74563783,0.43758935,0.316085,0.95276535,0.20960754,0,0,0,0
290,0,0,0.7360502,0.4334065,0.31154257,0.9423916,0.20278648,0,0,0,0
291,0,0,0.72666925,0.42916918,0.30703065,0.9329178,0.1960113,0,0,0,0
292,0,0,0.7174773,0.42490804,0.30257282,0.92439216,0.18931197,0,0,0,0
293,0,0,0.70846415,0.42065045,0.29819366,0.9168525,0.18271554,0,0,0,0
294,0,0,0.69962394,0.41642183,0.29391825,0.91032714,0.17624654,0,0,0,0
295,0,0,0.6909543,0.41224608,0.28977144,0.9048365,0.16992716,0,0,0,0
296,0,0,0.68245494,0.40814635,0.28577748,0.90039253,0.16377738,0,0,0,0
297,0,0,0.67412686,0.4041452,0.28195956,0.8970008,0.15781495,0,0,0,0
298,0,0,0.6659721,0.4002647,0.27833965,0.8946604,0.15205534,0,0,0,0
299,0,0,0.6579933,0.39652625,0.27493802,0.8933655,0.14651158,0,0,0,0
